VALUES,ACTIONS,ARGUMENTS,DIALOGUE SUCCESS,CONSENSUS SUCCESS,DS0,DS1,DS2,DS3,DSCORE,CS0,CS1,CS2,CS3,CSCORE
8,8,112,135.0,0.73,0.398,0.07,0.292,0.368,0.73,301.0,0.06,0.156,0.182,0.398
8,8,114,147.0,0.706,0.412,0.094,0.296,0.316,0.706,294.0,0.06,0.196,0.156,0.412
8,8,116,143.0,0.714,0.388,0.1,0.29,0.324,0.714,306.0,0.062,0.164,0.162,0.388
8,8,118,155.0,0.69,0.374,0.08,0.322,0.288,0.69,313.0,0.06,0.18,0.134,0.374
8,8,120,129.0,0.742,0.432,0.086,0.306,0.35,0.742,284.0,0.072,0.184,0.176,0.432
8,8,122,150.0,0.7,0.442,0.094,0.336,0.27,0.7,279.0,0.082,0.21,0.15,0.442
8,8,124,144.0,0.712,0.404,0.104,0.314,0.294,0.712,298.0,0.066,0.18,0.158,0.404
8,8,126,152.0,0.696,0.412,0.07,0.32,0.306,0.696,294.0,0.068,0.188,0.156,0.412
8,8,128,144.0,0.712,0.412,0.096,0.27,0.346,0.712,294.0,0.064,0.164,0.184,0.412
8,10,2,158.0,0.684,0.016,0.0,0.076,0.608,0.684,492.0,0.0,0.0,0.016,0.016
8,10,4,106.0,0.788,0.05,0.008,0.226,0.554,0.788,475.0,0.0,0.008,0.042,0.05
8,10,6,129.0,0.742,0.078,0.012,0.244,0.486,0.742,461.0,0.0,0.02,0.058,0.078
8,10,8,166.0,0.668,0.1,0.028,0.262,0.378,0.668,450.0,0.004,0.026,0.07,0.1
8,10,10,158.0,0.684,0.106,0.046,0.266,0.372,0.684,447.0,0.006,0.036,0.064,0.106
8,10,12,178.0,0.644,0.128,0.034,0.254,0.356,0.644,436.0,0.006,0.034,0.088,0.128
8,10,14,194.0,0.612,0.136,0.056,0.236,0.32,0.612,432.0,0.004,0.052,0.08,0.136
8,10,16,212.0,0.576,0.15,0.048,0.226,0.302,0.576,425.0,0.014,0.044,0.092,0.15
8,10,18,203.0,0.594,0.138,0.034,0.23,0.33,0.594,431.0,0.006,0.056,0.076,0.138
8,10,20,215.0,0.57,0.18,0.036,0.224,0.31,0.57,410.0,0.01,0.064,0.106,0.18
8,10,22,204.0,0.592,0.17,0.032,0.228,0.332,0.592,415.0,0.006,0.066,0.098,0.17
8,10,24,222.0,0.556,0.152,0.04,0.21,0.306,0.556,424.0,0.008,0.068,0.076,0.152
8,10,26,206.0,0.588,0.168,0.042,0.26,0.286,0.588,416.0,0.01,0.086,0.072,0.168
8,10,28,213.0,0.574,0.166,0.032,0.2,0.342,0.574,417.0,0.004,0.064,0.098,0.166
8,10,30,200.0,0.6,0.182,0.028,0.234,0.338,0.6,409.0,0.006,0.064,0.112,0.182
8,10,32,203.0,0.594,0.204,0.038,0.22,0.336,0.594,398.0,0.01,0.068,0.126,0.204
8,10,34,195.0,0.61,0.21,0.04,0.236,0.334,0.61,395.0,0.01,0.084,0.116,0.21
8,10,36,203.0,0.594,0.212,0.022,0.236,0.336,0.594,394.0,0.002,0.074,0.136,0.212
8,10,38,181.0,0.638,0.204,0.03,0.25,0.358,0.638,398.0,0.012,0.096,0.096,0.204
8,10,40,213.0,0.574,0.184,0.038,0.17,0.366,0.574,408.0,0.012,0.066,0.106,0.184
8,10,42,212.0,0.576,0.212,0.03,0.21,0.336,0.576,394.0,0.006,0.082,0.124,0.212
8,10,44,202.0,0.596,0.228,0.034,0.22,0.342,0.596,386.0,0.012,0.086,0.13,0.228
8,10,46,197.0,0.606,0.194,0.028,0.2,0.378,0.606,403.0,0.014,0.058,0.122,0.194
8,10,48,191.0,0.618,0.24,0.03,0.21,0.378,0.618,380.0,0.012,0.094,0.134,0.24
8,10,50,211.0,0.578,0.216,0.03,0.19,0.358,0.578,392.0,0.012,0.08,0.124,0.216
8,10,52,199.0,0.602,0.234,0.022,0.196,0.384,0.602,383.0,0.016,0.096,0.122,0.234
8,10,54,179.0,0.642,0.238,0.044,0.18,0.418,0.642,381.0,0.022,0.068,0.148,0.238
8,10,56,181.0,0.638,0.244,0.022,0.23,0.386,0.638,378.0,0.01,0.094,0.14,0.244
8,10,58,174.0,0.652,0.244,0.028,0.21,0.414,0.652,378.0,0.012,0.072,0.16,0.244
8,10,60,175.0,0.65,0.286,0.028,0.226,0.396,0.65,357.0,0.018,0.104,0.164,0.286
8,10,62,163.0,0.674,0.282,0.03,0.23,0.414,0.674,359.0,0.008,0.098,0.176,0.282
8,10,64,169.0,0.662,0.282,0.032,0.194,0.436,0.662,359.0,0.014,0.108,0.16,0.282
8,10,66,172.0,0.656,0.268,0.028,0.24,0.388,0.656,366.0,0.018,0.088,0.162,0.268
8,10,68,156.0,0.688,0.278,0.044,0.242,0.402,0.688,361.0,0.02,0.104,0.154,0.278
8,10,70,161.0,0.678,0.296,0.036,0.222,0.42,0.678,352.0,0.014,0.098,0.184,0.296
8,10,72,168.0,0.664,0.32,0.014,0.28,0.37,0.664,340.0,0.006,0.134,0.18,0.32
8,10,74,171.0,0.658,0.272,0.05,0.25,0.358,0.658,364.0,0.02,0.094,0.158,0.272
8,10,76,139.0,0.722,0.334,0.058,0.242,0.422,0.722,333.0,0.036,0.112,0.186,0.334
8,10,78,165.0,0.67,0.308,0.022,0.236,0.412,0.67,346.0,0.022,0.106,0.18,0.308
8,10,80,155.0,0.69,0.302,0.046,0.22,0.424,0.69,349.0,0.028,0.11,0.164,0.302
8,10,82,141.0,0.718,0.348,0.052,0.24,0.426,0.718,326.0,0.024,0.128,0.196,0.348
8,10,84,145.0,0.71,0.32,0.034,0.244,0.432,0.71,340.0,0.022,0.122,0.176,0.32
8,10,86,130.0,0.74,0.358,0.042,0.272,0.426,0.74,321.0,0.024,0.122,0.212,0.358
8,10,88,176.0,0.648,0.318,0.03,0.222,0.396,0.648,341.0,0.022,0.108,0.188,0.318
8,10,90,147.0,0.706,0.328,0.042,0.21,0.454,0.706,336.0,0.026,0.11,0.192,0.328
8,10,92,151.0,0.698,0.326,0.04,0.262,0.396,0.698,337.0,0.022,0.116,0.188,0.326
8,10,94,141.0,0.718,0.336,0.042,0.294,0.382,0.718,332.0,0.028,0.14,0.168,0.336
8,10,96,144.0,0.712,0.344,0.048,0.27,0.394,0.712,328.0,0.022,0.146,0.176,0.344
8,10,98,128.0,0.744,0.37,0.046,0.27,0.428,0.744,315.0,0.02,0.15,0.2,0.37
8,10,100,131.0,0.738,0.356,0.042,0.284,0.412,0.738,322.0,0.026,0.152,0.178,0.356
8,10,102,136.0,0.728,0.346,0.054,0.268,0.406,0.728,327.0,0.024,0.126,0.196,0.346
8,10,104,119.0,0.762,0.414,0.054,0.244,0.464,0.762,293.0,0.03,0.156,0.228,0.414
8,10,106,136.0,0.728,0.41,0.054,0.288,0.386,0.728,295.0,0.034,0.162,0.214,0.41
8,10,108,131.0,0.738,0.408,0.062,0.3,0.376,0.738,296.0,0.038,0.172,0.198,0.408
8,10,110,126.0,0.748,0.41,0.064,0.268,0.416,0.748,295.0,0.044,0.148,0.218,0.41
8,10,112,121.0,0.758,0.4,0.072,0.282,0.404,0.758,300.0,0.046,0.184,0.17,0.4
8,10,114,117.0,0.766,0.418,0.056,0.316,0.394,0.766,291.0,0.042,0.194,0.182,0.418
8,10,116,144.0,0.712,0.384,0.044,0.284,0.384,0.712,308.0,0.05,0.152,0.182,0.384
8,10,118,133.0,0.734,0.39,0.068,0.278,0.388,0.734,305.0,0.058,0.166,0.166,0.39
8,10,120,120.0,0.76,0.406,0.066,0.312,0.382,0.76,297.0,0.038,0.166,0.202,0.406
8,10,122,131.0,0.738,0.388,0.08,0.284,0.374,0.738,306.0,0.058,0.156,0.174,0.388
8,10,124,126.0,0.748,0.432,0.076,0.306,0.366,0.748,284.0,0.08,0.148,0.204,0.432
8,10,126,118.0,0.764,0.438,0.102,0.292,0.37,0.764,281.0,0.066,0.172,0.2,0.438
8,10,128,110.0,0.78,0.408,0.07,0.296,0.414,0.78,296.0,0.052,0.166,0.19,0.408
8,10,130,114.0,0.772,0.456,0.05,0.298,0.424,0.772,272.0,0.048,0.182,0.226,0.456
8,10,132,105.0,0.79,0.428,0.08,0.322,0.388,0.79,286.0,0.062,0.184,0.182,0.428
8,10,134,117.0,0.766,0.404,0.056,0.336,0.374,0.766,298.0,0.036,0.158,0.21,0.404
8,10,136,112.0,0.776,0.452,0.078,0.328,0.37,0.776,274.0,0.08,0.204,0.168,0.452
8,10,138,127.0,0.746,0.412,0.076,0.316,0.354,0.746,294.0,0.054,0.194,0.164,0.412
8,10,140,106.0,0.788,0.43,0.068,0.342,0.378,0.788,285.0,0.06,0.202,0.168,0.43
8,10,142,115.0,0.77,0.458,0.088,0.272,0.41,0.77,271.0,0.074,0.176,0.208,0.458
8,10,144,97.0,0.806,0.474,0.112,0.304,0.39,0.806,263.0,0.082,0.196,0.196,0.474
8,10,146,109.0,0.782,0.476,0.088,0.354,0.34,0.782,262.0,0.056,0.236,0.184,0.476
8,10,148,100.0,0.8,0.486,0.112,0.306,0.382,0.8,257.0,0.078,0.196,0.212,0.486
8,10,150,120.0,0.76,0.47,0.094,0.328,0.338,0.76,265.0,0.08,0.21,0.18,0.47
8,10,152,102.0,0.796,0.474,0.1,0.338,0.358,0.796,263.0,0.072,0.204,0.198,0.474
8,10,154,116.0,0.768,0.44,0.096,0.302,0.37,0.768,280.0,0.062,0.192,0.186,0.44
8,10,156,101.0,0.798,0.494,0.086,0.356,0.356,0.798,253.0,0.074,0.242,0.178,0.494
8,10,158,119.0,0.762,0.436,0.088,0.296,0.378,0.762,282.0,0.06,0.192,0.184,0.436
8,10,160,105.0,0.79,0.416,0.09,0.316,0.384,0.79,292.0,0.068,0.196,0.152,0.416
10,2,2,221.0,0.558,0.124,0.0,0.064,0.494,0.558,438.0,0.0,0.0,0.124,0.124
10,2,4,201.0,0.598,0.176,0.014,0.166,0.418,0.598,412.0,0.002,0.03,0.144,0.176
10,2,6,209.0,0.582,0.206,0.01,0.206,0.366,0.582,397.0,0.0,0.036,0.17,0.206
10,2,8,225.0,0.55,0.254,0.022,0.192,0.336,0.55,373.0,0.01,0.072,0.172,0.254
10,2,10,241.0,0.518,0.196,0.018,0.194,0.306,0.518,402.0,0.004,0.068,0.124,0.196
10,2,12,253.0,0.494,0.232,0.042,0.2,0.252,0.494,384.0,0.014,0.1,0.118,0.232
10,2,14,266.0,0.468,0.214,0.034,0.188,0.246,0.468,393.0,0.014,0.102,0.098,0.214
10,2,16,269.0,0.462,0.24,0.04,0.208,0.214,0.462,380.0,0.022,0.1,0.118,0.24
10,2,18,281.0,0.438,0.216,0.028,0.168,0.242,0.438,392.0,0.016,0.076,0.124,0.216
10,2,20,264.0,0.472,0.258,0.062,0.178,0.232,0.472,371.0,0.032,0.096,0.13,0.258
10,2,22,290.0,0.42,0.206,0.05,0.158,0.212,0.42,397.0,0.02,0.084,0.102,0.206
10,2,24,277.0,0.446,0.236,0.042,0.178,0.226,0.446,382.0,0.024,0.09,0.122,0.236
10,2,26,284.0,0.432,0.228,0.044,0.198,0.19,0.432,386.0,0.026,0.102,0.1,0.228
10,2,28,310.0,0.38,0.216,0.052,0.16,0.168,0.38,392.0,0.038,0.09,0.088,0.216
10,2,30,307.0,0.386,0.2,0.058,0.144,0.184,0.386,400.0,0.042,0.074,0.084,0.2
10,2,32,326.0,0.348,0.16,0.036,0.148,0.164,0.348,420.0,0.024,0.068,0.068,0.16
10,2,34,314.0,0.372,0.216,0.062,0.148,0.162,0.372,392.0,0.04,0.088,0.088,0.216
10,2,36,298.0,0.404,0.216,0.058,0.194,0.152,0.404,392.0,0.038,0.104,0.074,0.216
10,2,38,321.0,0.358,0.212,0.06,0.146,0.152,0.358,394.0,0.034,0.092,0.086,0.212
10,2,40,340.0,0.32,0.17,0.038,0.154,0.128,0.32,415.0,0.016,0.092,0.062,0.17
10,4,2,174.0,0.652,0.066,0.0,0.078,0.574,0.652,467.0,0.0,0.0,0.066,0.066
10,4,4,160.0,0.68,0.078,0.014,0.19,0.476,0.68,461.0,0.0,0.014,0.064,0.078
10,4,6,158.0,0.684,0.136,0.024,0.264,0.396,0.684,432.0,0.008,0.04,0.088,0.136
10,4,8,167.0,0.666,0.176,0.036,0.254,0.376,0.666,412.0,0.004,0.076,0.096,0.176
10,4,10,177.0,0.646,0.204,0.042,0.234,0.37,0.646,398.0,0.012,0.062,0.13,0.204
10,4,12,178.0,0.644,0.2,0.046,0.268,0.33,0.644,400.0,0.01,0.072,0.118,0.2
10,4,14,182.0,0.636,0.212,0.034,0.302,0.3,0.636,394.0,0.008,0.08,0.124,0.212
10,4,16,176.0,0.648,0.236,0.04,0.258,0.35,0.648,382.0,0.01,0.102,0.124,0.236
10,4,18,200.0,0.6,0.232,0.042,0.226,0.332,0.6,384.0,0.01,0.072,0.15,0.232
10,4,20,204.0,0.592,0.2,0.07,0.22,0.302,0.592,400.0,0.014,0.062,0.124,0.2
10,4,22,199.0,0.602,0.228,0.05,0.26,0.292,0.602,386.0,0.012,0.09,0.126,0.228
10,4,24,209.0,0.582,0.246,0.06,0.232,0.29,0.582,377.0,0.022,0.088,0.136,0.246
10,4,26,205.0,0.59,0.23,0.054,0.248,0.288,0.59,385.0,0.022,0.108,0.1,0.23
10,4,28,227.0,0.546,0.212,0.052,0.248,0.246,0.546,394.0,0.02,0.096,0.096,0.212
10,4,30,217.0,0.566,0.218,0.032,0.258,0.276,0.566,391.0,0.01,0.098,0.11,0.218
10,4,32,222.0,0.556,0.218,0.052,0.246,0.258,0.556,391.0,0.014,0.092,0.112,0.218
10,4,34,207.0,0.586,0.276,0.032,0.228,0.326,0.586,362.0,0.018,0.108,0.15,0.276
10,4,36,223.0,0.554,0.266,0.074,0.238,0.242,0.554,367.0,0.03,0.12,0.116,0.266
10,4,38,223.0,0.554,0.27,0.048,0.252,0.254,0.554,365.0,0.026,0.12,0.124,0.27
10,4,40,223.0,0.554,0.262,0.032,0.23,0.292,0.554,369.0,0.012,0.118,0.132,0.262
10,4,42,230.0,0.54,0.256,0.036,0.228,0.276,0.54,372.0,0.022,0.106,0.128,0.256
10,4,44,213.0,0.574,0.266,0.052,0.248,0.274,0.574,367.0,0.026,0.114,0.126,0.266
10,4,46,197.0,0.606,0.268,0.064,0.264,0.278,0.606,366.0,0.024,0.11,0.134,0.268
10,4,48,204.0,0.592,0.302,0.052,0.28,0.26,0.592,349.0,0.03,0.132,0.14,0.302
10,4,50,231.0,0.538,0.246,0.046,0.242,0.25,0.538,377.0,0.022,0.11,0.114,0.246
10,4,52,215.0,0.57,0.272,0.068,0.228,0.274,0.57,364.0,0.042,0.11,0.12,0.272
10,4,54,198.0,0.604,0.286,0.064,0.232,0.308,0.604,357.0,0.036,0.112,0.138,0.286
10,4,56,206.0,0.588,0.288,0.058,0.266,0.264,0.588,356.0,0.036,0.122,0.13,0.288
10,4,58,227.0,0.546,0.264,0.058,0.236,0.252,0.546,368.0,0.034,0.094,0.136,0.264
10,4,60,209.0,0.582,0.254,0.046,0.256,0.28,0.582,373.0,0.028,0.12,0.106,0.254
10,4,62,231.0,0.538,0.282,0.066,0.234,0.238,0.538,359.0,0.034,0.132,0.116,0.282
10,4,64,225.0,0.55,0.284,0.06,0.236,0.254,0.55,358.0,0.042,0.112,0.13,0.284
10,4,66,224.0,0.552,0.296,0.066,0.238,0.248,0.552,352.0,0.038,0.124,0.134,0.296
10,4,68,224.0,0.552,0.268,0.068,0.244,0.24,0.552,366.0,0.042,0.114,0.112,0.268
10,4,70,240.0,0.52,0.266,0.05,0.246,0.224,0.52,367.0,0.032,0.128,0.106,0.266
10,4,72,217.0,0.566,0.29,0.072,0.262,0.232,0.566,355.0,0.048,0.146,0.096,0.29
10,4,74,252.0,0.496,0.268,0.066,0.222,0.208,0.496,366.0,0.054,0.108,0.106,0.268
10,4,76,240.0,0.52,0.282,0.06,0.26,0.2,0.52,359.0,0.046,0.13,0.106,0.282
10,4,78,215.0,0.57,0.312,0.1,0.234,0.236,0.57,344.0,0.068,0.116,0.128,0.312
10,4,80,260.0,0.48,0.264,0.074,0.216,0.19,0.48,368.0,0.038,0.128,0.098,0.264
10,6,2,180.0,0.64,0.04,0.0,0.052,0.588,0.64,480.0,0.0,0.0,0.04,0.04
10,6,4,125.0,0.75,0.084,0.012,0.214,0.524,0.75,458.0,0.0,0.016,0.068,0.084
10,6,6,133.0,0.734,0.144,0.02,0.23,0.484,0.734,428.0,0.002,0.03,0.112,0.144
10,6,8,160.0,0.68,0.132,0.034,0.274,0.372,0.68,434.0,0.002,0.04,0.09,0.132
10,6,10,172.0,0.656,0.154,0.048,0.244,0.364,0.656,423.0,0.01,0.05,0.094,0.154
10,6,12,165.0,0.67,0.19,0.054,0.286,0.33,0.67,405.0,0.008,0.07,0.112,0.19
10,6,14,179.0,0.642,0.16,0.046,0.264,0.332,0.642,420.0,0.014,0.048,0.098,0.16
10,6,16,170.0,0.66,0.192,0.062,0.278,0.32,0.66,404.0,0.014,0.088,0.09,0.192
10,6,18,203.0,0.594,0.16,0.054,0.26,0.28,0.594,420.0,0.014,0.072,0.074,0.16
10,6,20,192.0,0.616,0.21,0.05,0.272,0.294,0.616,395.0,0.018,0.074,0.118,0.21
10,6,22,215.0,0.57,0.176,0.04,0.228,0.302,0.57,412.0,0.008,0.07,0.098,0.176
10,6,24,195.0,0.61,0.216,0.05,0.264,0.296,0.61,392.0,0.018,0.1,0.098,0.216
10,6,26,204.0,0.592,0.206,0.042,0.246,0.304,0.592,397.0,0.016,0.086,0.104,0.206
10,6,28,199.0,0.602,0.234,0.058,0.24,0.304,0.602,383.0,0.016,0.098,0.12,0.234
10,6,30,198.0,0.604,0.198,0.042,0.222,0.34,0.604,401.0,0.016,0.068,0.114,0.198
10,6,32,212.0,0.576,0.214,0.04,0.25,0.286,0.576,393.0,0.018,0.07,0.126,0.214
10,6,34,202.0,0.596,0.192,0.044,0.238,0.314,0.596,404.0,0.012,0.078,0.102,0.192
10,6,36,196.0,0.608,0.25,0.058,0.236,0.314,0.608,375.0,0.022,0.092,0.136,0.25
10,6,38,193.0,0.614,0.232,0.036,0.228,0.35,0.614,384.0,0.014,0.096,0.122,0.232
10,6,40,192.0,0.616,0.254,0.04,0.224,0.352,0.616,373.0,0.014,0.094,0.146,0.254
10,6,42,190.0,0.62,0.222,0.034,0.246,0.34,0.62,389.0,0.006,0.086,0.13,0.222
10,6,44,203.0,0.594,0.238,0.046,0.236,0.312,0.594,381.0,0.02,0.082,0.136,0.238
10,6,46,189.0,0.622,0.274,0.03,0.252,0.34,0.622,363.0,0.012,0.114,0.148,0.274
10,6,48,176.0,0.648,0.254,0.044,0.258,0.346,0.648,373.0,0.014,0.098,0.142,0.254
10,6,50,187.0,0.626,0.24,0.044,0.262,0.32,0.626,380.0,0.02,0.096,0.124,0.24
10,6,52,194.0,0.612,0.272,0.048,0.206,0.358,0.612,364.0,0.022,0.078,0.172,0.272
10,6,54,196.0,0.608,0.276,0.076,0.232,0.3,0.608,362.0,0.022,0.124,0.13,0.276
10,6,56,173.0,0.654,0.298,0.05,0.266,0.338,0.654,351.0,0.024,0.112,0.162,0.298
10,6,58,187.0,0.626,0.268,0.036,0.262,0.328,0.626,366.0,0.02,0.11,0.138,0.268
10,6,60,178.0,0.644,0.314,0.038,0.256,0.35,0.644,343.0,0.028,0.126,0.16,0.314
10,6,62,179.0,0.642,0.29,0.058,0.248,0.336,0.642,355.0,0.032,0.118,0.14,0.29
10,6,64,190.0,0.62,0.27,0.048,0.24,0.332,0.62,365.0,0.016,0.11,0.144,0.27
10,6,66,206.0,0.588,0.268,0.036,0.248,0.304,0.588,366.0,0.01,0.126,0.132,0.268
10,6,68,188.0,0.624,0.272,0.056,0.262,0.306,0.624,364.0,0.036,0.114,0.122,0.272
10,6,70,171.0,0.658,0.288,0.054,0.266,0.338,0.658,356.0,0.03,0.106,0.152,0.288
10,6,72,181.0,0.638,0.274,0.07,0.27,0.298,0.638,363.0,0.04,0.108,0.126,0.274
10,6,74,179.0,0.642,0.284,0.054,0.282,0.306,0.642,358.0,0.028,0.126,0.13,0.284
10,6,76,158.0,0.684,0.336,0.056,0.28,0.348,0.684,332.0,0.042,0.134,0.16,0.336
10,6,78,191.0,0.618,0.292,0.056,0.224,0.338,0.618,354.0,0.032,0.116,0.144,0.292
10,6,80,195.0,0.61,0.27,0.058,0.264,0.288,0.61,365.0,0.038,0.104,0.128,0.27
10,6,82,193.0,0.614,0.272,0.066,0.228,0.32,0.614,364.0,0.036,0.108,0.128,0.272
10,6,84,185.0,0.63,0.284,0.074,0.264,0.292,0.63,358.0,0.042,0.114,0.128,0.284
10,6,86,172.0,0.656,0.326,0.052,0.308,0.296,0.656,337.0,0.032,0.174,0.12,0.326
10,6,88,164.0,0.672,0.326,0.058,0.296,0.318,0.672,337.0,0.04,0.142,0.144,0.326
10,6,90,172.0,0.656,0.304,0.056,0.266,0.334,0.656,348.0,0.028,0.132,0.144,0.304
10,6,92,158.0,0.684,0.338,0.082,0.296,0.306,0.684,331.0,0.044,0.162,0.132,0.338
10,6,94,170.0,0.66,0.32,0.05,0.306,0.304,0.66,340.0,0.03,0.138,0.152,0.32
10,6,96,179.0,0.642,0.302,0.052,0.288,0.302,0.642,349.0,0.03,0.124,0.148,0.302
10,6,98,176.0,0.648,0.356,0.074,0.278,0.296,0.648,322.0,0.066,0.138,0.152,0.356
10,6,100,182.0,0.636,0.338,0.066,0.276,0.294,0.636,331.0,0.046,0.152,0.14,0.338
10,6,102,166.0,0.668,0.356,0.062,0.292,0.314,0.668,322.0,0.04,0.158,0.158,0.356
10,6,104,177.0,0.646,0.346,0.078,0.276,0.292,0.646,327.0,0.044,0.16,0.142,0.346
10,6,106,208.0,0.584,0.302,0.066,0.258,0.26,0.584,349.0,0.042,0.148,0.112,0.302
10,6,108,188.0,0.624,0.316,0.072,0.25,0.302,0.624,342.0,0.046,0.138,0.132,0.316
10,6,110,201.0,0.598,0.318,0.068,0.258,0.272,0.598,341.0,0.046,0.148,0.124,0.318
10,6,112,198.0,0.604,0.31,0.092,0.284,0.228,0.604,345.0,0.064,0.134,0.112,0.31
10,6,114,200.0,0.6,0.298,0.08,0.224,0.296,0.6,351.0,0.038,0.128,0.132,0.298
10,6,116,191.0,0.618,0.312,0.096,0.288,0.234,0.618,344.0,0.062,0.142,0.108,0.312
10,6,118,187.0,0.626,0.324,0.098,0.282,0.246,0.626,338.0,0.066,0.148,0.11,0.324
10,6,120,179.0,0.642,0.324,0.08,0.32,0.242,0.642,338.0,0.052,0.152,0.12,0.324
10,8,2,181.0,0.638,0.032,0.0,0.036,0.602,0.638,484.0,0.0,0.0,0.032,0.032
10,8,4,141.0,0.718,0.052,0.012,0.182,0.524,0.718,474.0,0.0,0.0,0.052,0.052
10,8,6,162.0,0.676,0.094,0.024,0.224,0.428,0.676,453.0,0.002,0.03,0.062,0.094
10,8,8,157.0,0.686,0.102,0.046,0.274,0.366,0.686,449.0,0.004,0.036,0.062,0.102
10,8,10,157.0,0.686,0.138,0.048,0.296,0.342,0.686,431.0,0.004,0.07,0.064,0.138
10,8,12,183.0,0.634,0.124,0.042,0.284,0.308,0.634,438.0,0.008,0.06,0.056,0.124
10,8,14,209.0,0.582,0.132,0.054,0.252,0.276,0.582,434.0,0.01,0.05,0.072,0.132
10,8,16,200.0,0.6,0.15,0.046,0.28,0.274,0.6,425.0,0.006,0.068,0.076,0.15
10,8,18,202.0,0.596,0.192,0.048,0.256,0.292,0.596,404.0,0.01,0.082,0.1,0.192
10,8,20,203.0,0.594,0.15,0.042,0.248,0.304,0.594,425.0,0.008,0.066,0.076,0.15
10,8,22,201.0,0.598,0.178,0.038,0.276,0.284,0.598,411.0,0.01,0.08,0.088,0.178
10,8,24,218.0,0.564,0.172,0.034,0.246,0.284,0.564,414.0,0.006,0.074,0.092,0.172
10,8,26,215.0,0.57,0.206,0.038,0.248,0.284,0.57,397.0,0.014,0.074,0.118,0.206
10,8,28,217.0,0.566,0.198,0.03,0.256,0.28,0.566,401.0,0.008,0.08,0.11,0.198
10,8,30,221.0,0.558,0.186,0.038,0.21,0.31,0.558,407.0,0.02,0.074,0.092,0.186
10,8,32,217.0,0.566,0.168,0.032,0.244,0.29,0.566,416.0,0.008,0.07,0.09,0.168
10,8,34,210.0,0.58,0.19,0.032,0.24,0.308,0.58,405.0,0.008,0.078,0.104,0.19
10,8,36,210.0,0.58,0.182,0.05,0.218,0.312,0.58,409.0,0.012,0.066,0.104,0.182
10,8,38,215.0,0.57,0.204,0.036,0.238,0.296,0.57,398.0,0.014,0.08,0.11,0.204
10,8,40,209.0,0.582,0.22,0.028,0.23,0.324,0.582,390.0,0.01,0.084,0.126,0.22
10,8,42,189.0,0.622,0.228,0.026,0.256,0.34,0.622,386.0,0.01,0.104,0.114,0.228
10,8,44,193.0,0.614,0.2,0.036,0.27,0.308,0.614,400.0,0.012,0.1,0.088,0.2
10,8,46,222.0,0.556,0.212,0.032,0.226,0.298,0.556,394.0,0.014,0.084,0.114,0.212
10,8,48,203.0,0.594,0.228,0.04,0.24,0.314,0.594,386.0,0.016,0.084,0.128,0.228
10,8,50,195.0,0.61,0.216,0.042,0.214,0.354,0.61,392.0,0.01,0.09,0.116,0.216
10,8,52,210.0,0.58,0.202,0.032,0.248,0.3,0.58,399.0,0.008,0.1,0.094,0.202
10,8,54,176.0,0.648,0.238,0.034,0.248,0.366,0.648,381.0,0.018,0.078,0.142,0.238
10,8,56,186.0,0.628,0.248,0.046,0.232,0.35,0.628,376.0,0.018,0.1,0.13,0.248
10,8,58,193.0,0.614,0.26,0.03,0.232,0.352,0.614,370.0,0.008,0.094,0.158,0.26
10,8,60,198.0,0.604,0.246,0.042,0.238,0.324,0.604,377.0,0.02,0.118,0.108,0.246
10,8,62,193.0,0.614,0.29,0.036,0.23,0.348,0.614,355.0,0.026,0.096,0.168,0.29
10,8,64,195.0,0.61,0.236,0.048,0.214,0.348,0.61,382.0,0.02,0.086,0.13,0.236
10,8,66,211.0,0.578,0.25,0.046,0.234,0.298,0.578,375.0,0.016,0.104,0.13,0.25
10,8,68,151.0,0.698,0.314,0.036,0.294,0.368,0.698,343.0,0.016,0.114,0.184,0.314
10,8,70,184.0,0.632,0.28,0.046,0.25,0.336,0.632,360.0,0.016,0.112,0.152,0.28
10,8,72,178.0,0.644,0.274,0.044,0.262,0.338,0.644,363.0,0.024,0.114,0.136,0.274
10,8,74,154.0,0.692,0.296,0.032,0.248,0.412,0.692,352.0,0.01,0.112,0.174,0.296
10,8,76,181.0,0.638,0.282,0.04,0.256,0.342,0.638,359.0,0.03,0.096,0.156,0.282
10,8,78,176.0,0.648,0.286,0.03,0.238,0.38,0.648,357.0,0.026,0.102,0.158,0.286
10,8,80,158.0,0.684,0.304,0.03,0.294,0.36,0.684,348.0,0.01,0.148,0.146,0.304
10,8,82,172.0,0.656,0.28,0.046,0.228,0.382,0.656,360.0,0.024,0.096,0.16,0.28
10,8,84,175.0,0.65,0.29,0.054,0.218,0.378,0.65,355.0,0.036,0.11,0.144,0.29
10,8,86,165.0,0.67,0.314,0.048,0.238,0.384,0.67,343.0,0.02,0.126,0.168,0.314
10,8,88,156.0,0.688,0.3,0.05,0.26,0.378,0.688,350.0,0.018,0.116,0.166,0.3
10,8,90,158.0,0.684,0.298,0.042,0.272,0.37,0.684,351.0,0.024,0.13,0.144,0.298
10,8,92,173.0,0.654,0.314,0.048,0.268,0.338,0.654,343.0,0.016,0.148,0.15,0.314
10,8,94,150.0,0.7,0.326,0.054,0.23,0.416,0.7,337.0,0.028,0.106,0.192,0.326
10,8,96,145.0,0.71,0.322,0.05,0.244,0.416,0.71,339.0,0.032,0.128,0.162,0.322
